Timestamp,City,Country,Latitude,Longitude,Temp_C,Temp_F,FeelsLike_C,FeelsLike_F,Humidity_%,Wind_kmh,Wind_Dir,Wind_Deg,Rain_mm,UV_Index,Pressure_hPa,CloudCover_%,Visibility_km,Condition,WMO_Code
2026-09-15 00:17:18,New York,United States,40.7128,-74.006,20,68.0,18,64.4,48,8,NNW,339,0.0,0,1019,1,39.4,Clear Sky,0
2026-09-15 00:17:18,London,United Kingdom,51.5074,-0.1278,19,66.2,20,68.0,84,13,SSW,213,0.0,0,1017,93,26.7,Overcast,3
2026-09-15 00:17:18,Tokyo,Japan,35.6762,139.6503,24,75.2,29,84.2,96,3,S,180,0.4,0,1009,100,9.1,Light Rain,61
2026-09-15 00:17:18,Sydney,Australia,-33.8688,151.2093,22,71.6,22,71.6,47,7,SSE,158,0.0,6,1010,0,55.3,Clear Sky,0
2026-09-15 00:17:18,Dubai,UAE,25.2048,55.2708,29,84.2,34,93.2,72,6,SE,142,0.0,0,1006,0,15.3,Clear Sky,0
2026-09-15 00:17:18,Paris,France,48.8566,2.3522,22,71.6,23,73.4,70,4,ESE,121,0.0,0,1016,0,37.6,Clear Sky,0
2026-09-15 00:17:18,Singapore,Singapore,1.3521,103.8198,26,78.8,32,89.6,95,7,E,99,0.0,1,1007,100,5.8,Overcast,3
2026-09-15 00:17:18,Los Angeles,United States,34.0522,-118.2437,26,78.8,27,80.6,66,14,WSW,252,0.0,2,998,9,23.9,Clear Sky,0
2026-09-15 00:17:18,Mumbai,India,19.076,72.8777,24,75.2,28,82.4,95,13,SSE,165,0.1,0,1010,93,5.7,Light Drizzle,51
2026-09-15 00:17:18,Cairo,Egypt,30.0444,31.2357,24,75.2,28,82.4,90,7,N,6,0.0,0,1011,22,19.7,Mainly Clear,1
2026-09-15 00:17:18,Moscow,Russia,55.7558,37.6173,12,53.6,11,51.8,90,3,NW,319,0.0,0,1002,100,26.0,Overcast,3
