Timestamp,City,Country,Latitude,Longitude,Temp_C,Temp_F,FeelsLike_C,FeelsLike_F,Humidity_%,Wind_kmh,Wind_Dir,Wind_Deg,Rain_mm,UV_Index,Pressure_hPa,CloudCover_%,Visibility_km,Condition,WMO_Code
2026-09-02 02:56:43,New York,United States,40.7128,-74.006,21,69.8,22,71.6,94,14,ENE,68,0.0,0,1012,100,12.4,Overcast,3
2026-09-02 02:56:43,London,United Kingdom,51.5074,-0.1278,18,64.4,17,62.6,70,9,WSW,242,0.0,0,1018,100,23.8,Overcast,3
2026-09-02 02:56:43,Tokyo,Japan,35.6762,139.6503,30,86.0,36,96.8,67,6,S,173,0.0,6,1009,32,11.6,Mainly Clear,1
2026-09-02 02:56:43,Sydney,Australia,-33.8688,151.2093,26,78.8,23,73.4,35,18,W,269,0.0,5,1004,15,67.3,Clear Sky,0
2026-09-02 02:56:43,Dubai,UAE,25.2048,55.2708,31,87.8,39,102.2,80,4,SW,234,0.0,0,1000,0,14.1,Clear Sky,0
2026-09-02 02:56:43,Paris,France,48.8566,2.3522,17,62.6,17,62.6,73,3,NW,310,0.0,0,1018,99,36.2,Overcast,3
2026-09-02 02:56:43,Singapore,Singapore,1.3521,103.8198,31,87.8,37,98.6,68,9,SSE,157,0.0,6,1009,14,7.9,Clear Sky,0
2026-09-02 02:56:43,Los Angeles,United States,34.0522,-118.2437,20,68.0,21,69.8,74,10,W,264,0.0,0,1003,12,20.2,Clear Sky,0
2026-09-02 02:56:43,Mumbai,India,19.076,72.8777,26,78.8,31,87.8,88,9,SW,230,0.1,2,1010,100,5.2,Drizzle,53
2026-09-02 02:56:43,Cairo,Egypt,30.0444,31.2357,23,73.4,28,82.4,92,5,N,4,0.0,0,1008,38,16.4,Mainly Clear,1
2026-09-02 02:56:43,Moscow,Russia,55.7558,37.6173,17,62.6,17,62.6,92,7,SW,227,0.0,0,995,100,9.8,Overcast,3
2026-09-02 07:43:30,New York,United States,40.7128,-74.006,19,66.2,20,68.0,93,12,NE,44,0.0,0,1014,100,12.8,Overcast,3
2026-09-02 07:43:30,London,United Kingdom,51.5074,-0.1278,17,62.6,17,62.6,81,11,SW,231,0.0,1,1018,100,14.0,Overcast,3
2026-09-02 07:43:30,Tokyo,Japan,35.6762,139.6503,30,86.0,35,95.0,71,6,SSW,193,0.0,1,1008,19,31.0,Clear Sky,0
2026-09-02 07:43:30,Sydney,Australia,-33.8688,151.2093,23,73.4,22,71.6,42,9,W,273,0.0,0,1003,23,62.5,Mainly Clear,1
2026-09-02 07:43:30,Dubai,UAE,25.2048,55.2708,41,105.8,45,113.0,26,9,SW,235,0.0,8,1001,0,21.2,Clear Sky,0
2026-09-02 07:43:30,Paris,France,48.8566,2.3522,17,62.6,17,62.6,74,3,WNW,293,0.0,2,1018,50,34.0,Overcast,3
2026-09-02 07:43:30,Singapore,Singapore,1.3521,103.8198,33,91.4,35,95.0,45,16,SE,144,0.0,7,1004,10,17.7,Clear Sky,0
2026-09-02 07:43:30,Los Angeles,United States,34.0522,-118.2437,17,62.6,18,64.4,81,7,ESE,108,0.0,0,1004,2,17.2,Clear Sky,0
2026-09-02 07:43:30,Mumbai,India,19.076,72.8777,27,80.6,32,89.6,81,12,SW,226,0.1,8,1010,100,4.6,Heavy Drizzle,55
2026-09-02 07:43:30,Sao Paulo,Brazil,-23.5505,-46.6333,13,55.4,13,55.4,94,2,SSE,158,0.0,0,931,68,7.8,Partly Cloudy,2
2026-09-02 07:43:30,Moscow,Russia,55.7558,37.6173,19,66.2,19,66.2,69,12,SW,221,0.0,4,995,59,35.8,Partly Cloudy,2
2026-09-02 12:32:45,New York,United States,40.7128,-74.006,19,66.2,20,68.0,88,9,ENE,67,0.0,1,1016,100,15.4,Overcast,3
2026-09-02 12:32:45,London,United Kingdom,51.5074,-0.1278,19,66.2,18,64.4,76,16,SSW,213,0.0,1,1017,100,19.7,Overcast,3
2026-09-02 12:32:45,Tokyo,Japan,35.6762,139.6503,26,78.8,31,87.8,89,3,SSE,159,0.0,0,1009,68,26.1,Partly Cloudy,2
2026-09-02 12:32:45,Sydney,Australia,-33.8688,151.2093,19,66.2,17,62.6,57,13,NW,321,0.0,0,1004,5,53.4,Clear Sky,0
2026-09-02 12:32:45,Dubai,UAE,25.2048,55.2708,37,98.6,42,107.6,52,15,NW,307,0.0,3,999,17,18.4,Clear Sky,0
2026-09-02 12:32:45,Paris,France,48.8566,2.3522,24,75.2,24,75.2,42,7,W,273,0.0,5,1018,63,42.1,Partly Cloudy,2
2026-09-02 12:32:45,Singapore,Singapore,1.3521,103.8198,28,82.4,32,89.6,72,9,SE,131,0.0,0,1005,22,13.6,Mainly Clear,1
2026-09-02 12:32:45,Los Angeles,United States,34.0522,-118.2437,15,59.0,16,60.8,89,6,E,90,0.0,0,1004,3,13.1,Clear Sky,0
2026-09-02 12:32:45,Mumbai,India,19.076,72.8777,28,82.4,32,89.6,80,13,WSW,253,0.0,1,1008,98,9.9,Overcast,3
2026-09-02 12:32:45,Cairo,Egypt,30.0444,31.2357,35,95.0,36,96.8,31,10,N,360,0.0,5,1007,45,44.9,Partly Cloudy,2
2026-09-02 12:32:45,Sao Paulo,Brazil,-23.5505,-46.6333,17,62.6,16,60.8,75,7,SE,127,0.0,5,934,74,13.8,Partly Cloudy,2
2026-09-02 12:32:45,Moscow,Russia,55.7558,37.6173,20,68.0,19,66.2,57,15,WSW,242,0.0,3,995,84,40.3,Overcast,3
