Timestamp,City,Country,Latitude,Longitude,Temp_C,Temp_F,FeelsLike_C,FeelsLike_F,Humidity_%,Wind_kmh,Wind_Dir,Wind_Deg,Rain_mm,UV_Index,Pressure_hPa,CloudCover_%,Visibility_km,Condition,WMO_Code
2026-06-03 03:58:15,New York,United States,40.7128,-74.006,18,64.4,16,60.8,47,9,NW,317,0.0,0,1017,40,41.2,Mainly Clear,1
2026-06-03 03:58:15,London,United Kingdom,51.5074,-0.1278,14,57.2,13,55.4,81,13,WSW,242,0.0,0,1005,83,20.7,Overcast,3
2026-06-03 03:58:15,Tokyo,Japan,35.6762,139.6503,18,64.4,18,64.4,94,14,NNW,344,0.5,1,984,99,1.8,Light Rain,61
2026-06-03 03:58:15,Sydney,Australia,-33.8688,151.2093,19,66.2,16,60.8,47,18,WNW,300,0.0,3,991,6,59.5,Clear Sky,0
2026-06-03 03:58:15,Dubai,UAE,25.2048,55.2708,33,91.4,35,95.0,47,13,SSW,192,0.0,3,1003,0,18.8,Clear Sky,0
2026-06-03 03:58:15,Paris,France,48.8566,2.3522,14,57.2,13,55.4,78,9,WSW,243,0.1,0,1008,98,31.8,Light Rain,61
2026-06-03 03:58:15,Singapore,Singapore,1.3521,103.8198,32,89.6,37,98.6,65,11,S,175,0.1,7,1005,91,7.1,Light Drizzle,51
2026-06-03 03:58:15,Los Angeles,United States,34.0522,-118.2437,16,60.8,17,62.6,88,9,WSW,247,0.0,0,1004,96,13.6,Overcast,3
2026-06-03 03:58:15,Mumbai,India,19.076,72.8777,31,87.8,36,96.8,63,9,S,190,0.0,4,1007,18,18.1,Clear Sky,0
2026-06-03 03:58:15,Cairo,Egypt,30.0444,31.2357,23,73.4,23,73.4,52,6,NNE,25,0.0,0,1011,0,33.6,Clear Sky,0
2026-06-03 03:58:15,Moscow,Russia,55.7558,37.6173,14,57.2,14,57.2,76,3,SSW,196,0.0,1,1000,76,37.1,Partly Cloudy,2
2026-06-03 08:59:48,New York,United States,40.7128,-74.006,16,60.8,13,55.4,47,9,NNW,342,0.0,0,1018,4,36.8,Clear Sky,0
2026-06-03 08:59:48,London,United Kingdom,51.5074,-0.1278,15,59.0,13,55.4,75,18,SW,216,0.1,1,1003,100,22.0,Light Drizzle,51
2026-06-03 08:59:48,Tokyo,Japan,35.6762,139.6503,19,66.2,19,66.2,76,11,NNW,345,0.0,0,992,31,27.7,Mainly Clear,1
2026-06-03 08:59:48,Sydney,Australia,-33.8688,151.2093,14,57.2,12,53.6,63,12,NNW,346,0.0,0,994,8,52.9,Clear Sky,0
2026-06-03 08:59:48,Dubai,UAE,25.2048,55.2708,37,98.6,42,107.6,40,15,W,263,0.0,9,1002,0,20.9,Clear Sky,0
2026-06-03 08:59:48,Paris,France,48.8566,2.3522,17,62.6,15,59.0,64,13,WSW,237,0.0,3,1008,99,38.3,Overcast,3
2026-06-03 08:59:48,Singapore,Singapore,1.3521,103.8198,30,86.0,35,95.0,79,11,S,174,0.1,4,1002,95,4.3,Light Showers,80
2026-06-03 08:59:48,Los Angeles,United States,34.0522,-118.2437,15,59.0,16,60.8,93,4,WSW,256,0.0,0,1004,100,0.2,Foggy,45
2026-06-03 08:59:48,Mumbai,India,19.076,72.8777,32,89.6,38,100.4,65,14,SW,225,0.0,7,1004,5,26.4,Clear Sky,0
2026-06-03 08:59:48,Cairo,Egypt,30.0444,31.2357,35,95.0,36,96.8,25,8,NNE,31,0.0,7,1011,88,49.3,Overcast,3
2026-06-03 08:59:48,Sao Paulo,Brazil,-23.5505,-46.6333,14,57.2,14,57.2,94,8,ESE,115,0.0,0,937,100,1.8,Overcast,3
2026-06-03 08:59:48,Moscow,Russia,55.7558,37.6173,22,71.6,20,68.0,41,6,SW,236,0.0,5,1000,88,42.7,Overcast,3
2026-06-03 13:23:25,New York,United States,40.7128,-74.006,23,73.4,20,68.0,32,16,NNW,343,0.0,4,1019,23,60.1,Mainly Clear,1
2026-06-03 13:23:25,London,United Kingdom,51.5074,-0.1278,16,60.8,13,55.4,88,24,SSW,207,0.0,3,998,93,14.5,Overcast,3
2026-06-03 13:23:25,Tokyo,Japan,35.6762,139.6503,18,64.4,19,66.2,76,3,NW,326,0.0,0,996,38,27.7,Mainly Clear,1
2026-06-03 13:23:25,Sydney,Australia,-33.8688,151.2093,13,55.4,10,50.0,70,17,NNW,330,0.0,0,995,23,52.1,Mainly Clear,1
2026-06-03 13:23:25,Dubai,UAE,25.2048,55.2708,35,95.0,38,100.4,50,16,W,260,0.0,2,1000,0,18.8,Clear Sky,0
2026-06-03 13:23:25,Paris,France,48.8566,2.3522,20,68.0,18,64.4,56,16,SW,223,0.0,0,1006,100,40.2,Overcast,3
2026-06-03 13:23:25,Singapore,Singapore,1.3521,103.8198,28,82.4,34,93.2,81,5,SSW,192,0.0,0,1004,96,13.3,Overcast,3
2026-06-03 13:23:25,Los Angeles,United States,34.0522,-118.2437,16,60.8,17,62.6,86,0,W,270,0.0,0,1002,100,14.8,Overcast,3
2026-06-03 13:23:25,Mumbai,India,19.076,72.8777,30,86.0,35,95.0,74,12,SW,233,0.0,0,1004,16,14.7,Clear Sky,0
2026-06-03 13:23:25,Cairo,Egypt,30.0444,31.2357,38,100.4,36,96.8,17,11,W,272,0.0,3,1009,99,57.7,Overcast,3
2026-06-03 13:23:25,Sao Paulo,Brazil,-23.5505,-46.6333,17,62.6,16,60.8,70,9,ESE,103,0.0,2,940,100,30.4,Overcast,3
2026-06-03 13:23:25,Moscow,Russia,55.7558,37.6173,22,71.6,21,69.8,37,6,W,274,0.0,2,999,96,44.5,Overcast,3
